"corpus_version","generated_at","license","methodology_url","id","slug","name","entityType","summary","dateDisplay","regions","styles","roles","instruments","sourceIds","featuredVideo","reviewStatus","lastReviewed"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:jimmy-rushing","jimmy-rushing","Jimmy Rushing","artist","Jimmy Rushing was a blues jazz musician, singer and musician.","1901 – 1972","United States","Blues","Jazz Musician; Singer; Musician","Voice","source:encyclopedia-jimmy-rushing; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""wK7JuW13XG8"",""title"":""Every Day I Have the Blues (Remastered)"",""sourceUrl"":""https://www.youtube.com/watch?v=wK7JuW13XG8"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:jimmy-witherspoon","jimmy-witherspoon","Jimmy Witherspoon","artist","Jimmy Witherspoon was a blues singer, jazz musician and musician.","1920 – 1997","United States","Blues","Singer; Jazz Musician; Musician","Voice","source:encyclopedia-jimmy-witherspoon; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""NSRhBMMwW6I"",""title"":""DESTRUCTION BLUES by Jimmy Witherspoon"",""sourceUrl"":""https://www.youtube.com/watch?v=NSRhBMMwW6I"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:jo-ann-kelly","jo-ann-kelly","Jo Ann Kelly","artist","Jo Ann Kelly was a blues singer, guitarist and musician.","1944 – 1990","United Kingdom","Blues","Singer; Guitarist; Musician","Guitar; Voice","source:encyclopedia-jo-ann-kelly; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""AqzaoKp5E6M"",""title"":""Big Boss Man"",""sourceUrl"":""https://www.youtube.com/watch?v=AqzaoKp5E6M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:jody-williams","jody-williams","Jody Williams","artist","Jody Williams was a blues singer, guitarist and musician.","1935 – 2018","United States","Blues","Singer; Guitarist; Blues Musician","Guitar; Voice","source:encyclopedia-jody-williams; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""YT2OlTRUT9M"",""title"":""Jody Williams With The Willie Henderson Horns, 2005 Chicago Blues Festival"",""sourceUrl"":""https://www.youtube.com/watch?v=YT2OlTRUT9M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:joe-bonamassa","joe-bonamassa","Joe Bonamassa","artist","New York-born singer-guitarist who entered the professional blues circuit as a child and built a long recording and touring career in blues rock.","1977 –","New York; United States","Blues rock; Electric blues","Singer; Songwriter; Guitarist","Guitar","source:joe-bonamassa-official-bio","{""platform"":""youtube"",""videoId"":""8zb4HckKSos"",""title"":""Stop!"",""sourceUrl"":""https://www.youtube.com/watch?v=8zb4HckKSos"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:joe-louis-walker","joe-louis-walker","Joe Louis Walker","artist","Joe Louis Walker was a blues singer-songwriter, musician and composer.","1949 – 2025","United States","Blues; Rhythm And Blues","Singer-Songwriter; Musician; Composer; Guitarist","Guitar; Voice","source:encyclopedia-joe-louis-walker; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""2AISE6-6LhA"",""title"":""Joe Louis Walker - Blues Of The Month Club"",""sourceUrl"":""https://www.youtube.com/watch?v=2AISE6-6LhA"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:joe-pullum","joe-pullum","Joe Pullum","artist","Joe Pullum was a blues singer and songwriter.","1905 – 1964","United States","Blues","Singer; Songwriter","Voice","source:encyclopedia-joe-pullum; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""t6po3FRLXXc"",""title"":""Traveling Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=t6po3FRLXXc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:joe-willie-wilkins","joe-willie-wilkins","Joe Willie Wilkins","artist","Joe Willie Wilkins was a blues singer and songwriter.","1921 – 1979","United States","Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-joe-willie-wilkins; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""RcbfBFFBzPw"",""title"":""Memphis Blues Guitar Lesson - Joe Willie Wilkins"",""sourceUrl"":""https://www.youtube.com/watch?v=RcbfBFFBzPw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-hammond","john-hammond","John Hammond","artist","New York singer, guitarist and harmonica player who sustained a six-decade career interpreting country and acoustic blues repertoire.","1942 – 2026","New York; United States","Acoustic blues; Country blues","Singer; Guitarist; Harmonica player","Guitar; Harmonica","source:john-hammond-blues-foundation; source:john-hammond-official","{""platform"":""youtube"",""videoId"":""uPd1-rMFnmk"",""title"":""You Don’t Love Me"",""sourceUrl"":""https://www.youtube.com/watch?v=uPd1-rMFnmk"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-jackson","john-jackson","John Jackson","artist","John Jackson was a blues guitarist and musician.","1924 – 2002","United States","Blues","Guitarist; Blues Musician","Guitar","source:encyclopedia-john-jackson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""BSh6PdBSROc"",""title"":""Midnight Hour Blues performed by John Jackson"",""sourceUrl"":""https://www.youtube.com/watch?v=BSh6PdBSROc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-lee-hooker","john-lee-hooker","John Lee Hooker","artist","A hypnotic, one-chord boogie style built on field-holler roots, later a huge influence on garage rock and the British R&B scene.","1917 – 2001","Mississippi → Detroit","","","","","{""platform"":""youtube"",""videoId"":""lUTDpnzDV6w"",""title"":""When My First Wife Left Me / Hobo Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=lUTDpnzDV6w"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-littlejohn","john-littlejohn","John Littlejohn","artist","John Littlejohn was a blues musician.","1931 – 1994","United States","Blues","Musician","Guitar","source:encyclopedia-john-littlejohn; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""SLx8CIEJ37o"",""title"":""John Littlejohn ~ ''Been Around The World''(Modern Electric Chicago Blues 1968)"",""sourceUrl"":""https://www.youtube.com/watch?v=SLx8CIEJ37o"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-mayall","john-mayall","John Mayall & the Bluesbreakers","ensemble","Functioned as a finishing school for British blues guitarists, with Clapton, Peter Green, and Mick Taylor all passing through its ranks.","formed 1963","London","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-mayer","john-mayer","John Mayer","artist","Connecticut-born singer, songwriter and guitarist whose career moves between pop songwriting, blues-rock performance and collaborative improvisation.","1977 –","Connecticut; Atlanta, Georgia; United States","Blues rock; Pop rock; Contemporary blues","Singer; Songwriter; Guitarist; Producer","Guitar","source:john-mayer-berklee-profile","{""platform"":""youtube"",""videoId"":""EUwynJ-WHGo"",""title"":""Wild Blue (Official Music Video)"",""sourceUrl"":""https://www.youtube.com/watch?v=EUwynJ-WHGo"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:john-p-hammond","john-p-hammond","John P. Hammond","artist","John P. Hammond was a blues musician, singer and guitarist.","1942 – 2026","United States","Blues","Musician; Singer; Guitarist; Blues Singer","Guitar; Harmonica; Voice","source:encyclopedia-john-p-hammond; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""s-p2DNktGPc"",""title"":""John P. Hammond LIVE at the Towne Crier Beacon, NY 11.09.13- RAW FOOTAGE"",""sourceUrl"":""https://www.youtube.com/watch?v=s-p2DNktGPc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:johnnie-bassett","johnnie-bassett","Johnnie Bassett","artist","Johnnie Bassett was a blues singer, songwriter and guitarist.","1935 – 2012","United States","Blues","Singer; Songwriter; Guitarist; Jazz Guitarist","Guitar; Voice","source:encyclopedia-johnnie-bassett; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""4fSoiiz3PzE"",""title"":""Johnnie Bassett - I gave my life to the blues"",""sourceUrl"":""https://www.youtube.com/watch?v=4fSoiiz3PzE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:johnny-copeland","johnny-copeland","Johnny Copeland","artist","Louisiana-born singer-guitarist associated with the Texas blues scene whose forceful vocals and electric guitar anchored a decades-long recording career.","1937 – 1997","Louisiana; Houston, Texas","Texas blues; Electric blues","Singer; Songwriter; Guitarist","Guitar","source:johnny-copeland-alligator","{""platform"":""youtube"",""videoId"":""p2cGCT5q3y4"",""title"":""Old Man Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=p2cGCT5q3y4"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:johnny-fuller","johnny-fuller","Johnny Fuller","artist","Johnny Fuller was a blues singer.","1929 – 1985","United States","Blues","Singer","Guitar; Voice","source:encyclopedia-johnny-fuller; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""UqX3JczP_MI"",""title"":""Johnny Fuller I Walk All Night (1954)"",""sourceUrl"":""https://www.youtube.com/watch?v=UqX3JczP_MI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:johnny-mars","johnny-mars","Johnny Mars","artist","Johnny Mars is a blues musician, singer and singer-songwriter.","1942 –","United States","Blues; Electric Blues; Rhythm And Blues","Musician; Singer; Singer-Songwriter","Harmonica; Voice","source:encyclopedia-johnny-mars; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""Ox6xIEQhA9s"",""title"":""Johnny Mars - Blues From Mars - 1972 - My Dream (Blues In My Sleep) - Dimitris Lesini Greece"",""sourceUrl"":""https://www.youtube.com/watch?v=Ox6xIEQhA9s"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:johnny-otis","johnny-otis","Johnny Otis","artist","Johnny Otis was a blues pianist, composer and bandleader.","1921 – 2012","United States","Blues","Pianist; Composer; Bandleader; Songwriter","Piano; Voice; Vibraphone","source:encyclopedia-johnny-otis; source:wikipedia-list-blues-musicians-discovery; source:carnegie-hall-rhythm-blues","{""platform"":""youtube"",""videoId"":""OTxw_XgfE38"",""title"":""Dreamin' Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=OTxw_XgfE38"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:johnny-williams-blues","johnny-williams-blues","Johnny Williams","artist","American blues guitarist and singer based in Chicago who recorded during the early postwar electric blues period.","1906 – 2006","Chicago, Illinois; Alexandria, Louisiana; Houston, Texas; Belzoni, Mississippi","Blues; Electric blues; Chicago blues","Guitarist; Singer","Guitar; Voice","source:encyclopedia-johnny-williams-blues","{""platform"":""youtube"",""videoId"":""Pxt08LD8ruM"",""title"":""Worried Man Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=Pxt08LD8ruM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:jontavious-willis","jontavious-willis","Jontavious Willis","artist","Georgia singer-guitarist whose work centers acoustic blues storytelling while drawing on Piedmont, Delta, gospel and early recorded-blues traditions.","1996 –","Georgia","Acoustic blues; Country blues; Piedmont blues","Singer; Songwriter; Guitarist","Guitar","source:jontavious-willis-official-epk","{""platform"":""youtube"",""videoId"":""W-2dRuP446M"",""title"":""Low Down Ways"",""sourceUrl"":""https://www.youtube.com/watch?v=W-2dRuP446M"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:josh-white","josh-white","Josh White","artist","Josh White was a blues singer-songwriter, musician and guitarist.","1914 – 1969","United States","Blues","Singer-Songwriter; Musician; Guitarist","Guitar","source:encyclopedia-josh-white; source:wikipedia-list-blues-musicians-discovery; source:school-of-rock-history-blues","{""platform"":""youtube"",""videoId"":""aTlbPDXHEbQ"",""title"":""Dink's Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=aTlbPDXHEbQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:junior-kimbrough","junior-kimbrough","Junior Kimbrough","artist","Junior Kimbrough was a blues musician.","1930 – 1998","United States","Blues","Musician","Guitar","source:encyclopedia-junior-kimbrough; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""xI4EsfWyn9w"",""title"":""Jr. Blues (Remastered 2022)"",""sourceUrl"":""https://www.youtube.com/watch?v=xI4EsfWyn9w"",""lastChecked"":""2026-07-22""}","needs_revision",""
